location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due
Anna Nagar,Corporate,English,Honda,Amaze,2019,6,Diesel,Automatic,44701,Expired,Active,Minor,Anna Nagar,4,39921,612,49921,32,No,Yes,Denied,No,Christopher,No,59,Not interested,OFF106,Engine Oil Discount,31-07-2025,No,No,No,No,No,No,No,No,No,8515,5,Yes,Delayed Pickup,114,-52,0.0,84,175,True
Anna Nagar,Retail,Hindi,Ford,EcoSport,2016,9,Electric,Manual,61177,Expired,Expired,Minor,Anna Nagar,6,59139,561,69139,328,Yes,No,Positive,No,Ashley,Yes,153,Booked,OFF890,15% OFF AMC,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10439,3,Yes,Poor Service,268,-88,0.0,413,38,True
Velachery,Fleet,English,Toyota,Yaris,2017,8,Petrol,Automatic,33784,Expired,Active,Minor,Velachery,7,32380,348,42380,150,No,Yes,Denied,No,Jerome,No,162,Already serviced,OFF947,10% OFF Labour,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3269,3,No,Unresponsive,150,30,0.0,28,36,False
Velachery,Corporate,Tamil,Maruti,Swift,2022,3,Petrol,Manual,104060,Active,Active,Minor,Velachery,6,101415,2812,111415,180,Yes,No,Positive,No,John,Yes,48,Call back later,OFF688,10% OFF Labour,21-07-2025,No,No,No,No,No,No,No,No,No,8587,3,No,Satisfied,215,-35,0.0,214,43,True
T Nagar,Fleet,Hindi,Toyota,Innova,2019,6,Electric,Automatic,77760,Expired,Expired,Major,T Nagar,6,73742,1065,83742,121,No,Yes,Denied,Yes,Marie,No,106,Booked,OFF335,Free Wash,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11644,1,Yes,Poor Service,149,-204,15.0,27,17,True
Anna Nagar,Retail,English,Toyota,Etios,2022,3,Diesel,Manual,25966,Active,Expired,Major,Anna Nagar,3,21607,702,31607,269,Yes,No,Denied,Yes,Nicholas,No,104,Booked,OFF289,Free Wash,17-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3709,4,No,Average,361,-211,13.0,269,17,True
Velachery,Retail,English,Maruti,Swift,2016,9,Electric,Manual,45697,Expired,Expired,Minor,Velachery,4,41882,419,51882,121,No,No,No Response,Yes,Donna,No,246,Not interested,OFF145,10% OFF Labour,07-08-2025,No,No,No,No,No,No,Yes,Yes,No,3984,4,No,Unresponsive,293,64,41.0,262,42,False
T Nagar,Retail,Tamil,Ford,Aspire,2022,3,Electric,Manual,25036,Active,Expired,Major,T Nagar,10,20274,677,30274,180,Yes,Yes,No Response,No,Marcus,No,88,Already serviced,OFF362,15% OFF AMC,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12690,1,No,Delayed Pickup,141,39,0.0,138,175,False
T Nagar,Fleet,English,Hyundai,i10,2022,3,Electric,Automatic,17122,Active,Expired,Minor,T Nagar,10,14259,463,24259,180,Yes,No,No Response,Yes,Jason,No,129,Not interested,OFF376,Free Wash,26-07-2025,No,No,No,No,No,No,Yes,No,Yes,10054,2,Yes,Average,46,120,38.0,45,42,False
Anna Nagar,Corporate,Tamil,Ford,EcoSport,2020,5,Diesel,Manual,118397,Expired,Expired,Minor,Anna Nagar,8,114760,1941,124760,299,Yes,No,No Response,No,Charles,No,131,Not interested,OFF186,10% OFF Labour,31-07-2025,No,No,No,No,No,No,No,No,No,7526,5,No,Satisfied,330,-120,0.0,300,-37,True
Velachery,Fleet,Tamil,Maruti,Dzire,2016,9,Petrol,Automatic,59454,Expired,Expired,Major,Velachery,5,55019,545,65019,62,No,Yes,Busy,Yes,Perry,No,172,Call back later,OFF960,Engine Oil Discount,28-07-2025,No,No,No,No,No,No,No,No,No,12748,1,Yes,Delayed Pickup,354,1,16.0,262,-67,True
Velachery,Corporate,Tamil,Toyota,Innova,2021,4,Petrol,Manual,101551,Expired,Expired,Minor,Velachery,7,98085,2072,108085,180,No,No,Positive,Yes,William,Yes,124,Already serviced,OFF910,Free Wash,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12373,5,Yes,Satisfied,281,-101,86.0,277,33,True
T Nagar,Fleet,Tamil,Hyundai,Creta,2016,9,Electric,Automatic,68540,Expired,Active,Major,T Nagar,4,64701,629,74701,356,Yes,No,No Response,Yes,Sarah,No,30,Booked,OFF495,Engine Oil Discount,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,7679,2,No,Delayed Pickup,364,-184,175.0,272,36,True
Anna Nagar,Corporate,Hindi,Maruti,Baleno,2015,10,Petrol,Automatic,62640,Expired,Expired,Minor,Anna Nagar,8,61339,518,71339,180,Yes,No,Busy,Yes,Erica,No,170,Not interested,OFF490,15% OFF AMC,30-07-2025,No,No,No,No,No,No,No,No,No,9847,2,No,Satisfied,220,-40,-6.0,219,55,True
Velachery,Retail,English,Ford,EcoSport,2019,6,Electric,Manual,52421,Expired,Expired,Major,Velachery,9,47734,718,57734,180,Yes,Yes,Denied,Yes,Jeremy,No,94,Call back later,OFF355,Free Wash,21-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,4455,2,Yes,Satisfied,219,-39,12.0,216,15,True
Anna Nagar,Fleet,English,Ford,Figo,2017,8,Electric,Automatic,108475,Expired,Expired,Major,Anna Nagar,3,106157,1118,116157,180,No,No,Denied,No,Billy,No,167,Already serviced,OFF753,10% OFF Labour,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12029,2,No,Unresponsive,137,43,0.0,135,-37,False
OMR,Retail,English,Hyundai,i10,2018,7,Petrol,Manual,64702,Expired,Expired,Minor,OMR,3,59920,761,69920,-86,Yes,No,No Response,No,Susan,No,215,Call back later,OFF936,Engine Oil Discount,03-08-2025,No,No,No,No,No,No,Yes,Yes,No,5627,2,Yes,Poor Service,142,8,0.0,81,19,False
OMR,Fleet,Hindi,Maruti,Dzire,2015,10,Diesel,Manual,50685,Expired,Expired,Major,OMR,1,48175,419,58175,35,No,Yes,Positive,No,Kayla,Yes,266,Booked,OFF560,Free Wash,15-08-2025,No,No,No,No,No,No,No,No,No,11426,4,No,Average,175,-54,0.0,147,-6,True
OMR,Fleet,Tamil,Ford,EcoSport,2016,9,Diesel,Manual,31319,Expired,Expired,Minor,OMR,5,30237,287,40237,180,No,No,Positive,Yes,Thomas,Yes,117,Already serviced,OFF264,10% OFF Labour,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13504,5,Yes,Average,295,3,15.0,292,18,True
OMR,Retail,Hindi,Ford,Figo,2016,9,Electric,Automatic,33534,Expired,Active,Major,OMR,2,30830,308,40830,-86,No,No,Denied,No,Theresa,No,165,Not interested,OFF992,Free Wash,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8559,1,No,Average,142,8,0.0,50,41,False
Anna Nagar,Retail,Tamil,Honda,Amaze,2021,4,Diesel,Manual,69598,Expired,Expired,Major,Anna Nagar,5,65518,1420,75518,180,No,No,Positive,No,Alexis,Yes,39,Booked,OFF458,Free Wash,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6818,3,No,Unresponsive,310,-130,0.0,308,147,True
Anna Nagar,Retail,Tamil,Ford,Figo,2017,8,Electric,Manual,61520,Expired,Expired,Major,Anna Nagar,1,59788,634,69788,180,No,Yes,Denied,Yes,Justin,No,195,Call back later,OFF835,10% OFF Labour,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6872,3,No,Unresponsive,103,77,15.0,101,18,False
Velachery,Fleet,Tamil,Honda,Jazz,2016,9,Petrol,Automatic,81256,Expired,Active,Major,Velachery,4,78440,745,88440,387,No,No,No Response,Yes,Susan,No,166,Not interested,OFF814,10% OFF Labour,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6623,2,No,Poor Service,239,-148,206.0,445,36,True
OMR,Retail,English,Hyundai,i10,2017,8,Diesel,Manual,101242,Expired,Expired,Major,OMR,2,97528,1044,107528,180,Yes,No,Busy,Yes,Albert,No,217,Call back later,OFF180,Free Wash,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10547,4,No,Average,217,-37,-67.0,214,-6,True
Anna Nagar,Retail,Tamil,Honda,Amaze,2022,3,Electric,Automatic,84155,Active,Expired,Major,Anna Nagar,8,79738,2274,89738,180,Yes,Yes,Denied,No,Alan,No,259,Call back later,OFF987,15% OFF AMC,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8387,3,No,Satisfied,223,-43,0.0,219,55,True
T Nagar,Retail,English,Hyundai,i10,2019,6,Diesel,Automatic,60079,Expired,Active,Major,T Nagar,10,58197,823,68197,180,No,Yes,Denied,Yes,Alexander,No,104,Booked,OFF397,15% OFF AMC,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7094,4,No,Satisfied,223,-43,-6.0,222,116,True
T Nagar,Corporate,Hindi,Toyota,Innova,2019,6,Electric,Automatic,37434,Expired,Active,Minor,T Nagar,4,36060,513,46060,180,Yes,Yes,Busy,No,Kristin,No,30,Not interested,OFF179,10% OFF Labour,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10306,1,No,Unresponsive,133,47,0.0,131,-128,False
T Nagar,Fleet,Hindi,Honda,Jazz,2018,7,Diesel,Manual,65723,Expired,Active,Minor,T Nagar,5,61338,773,71338,-57,Yes,Yes,Positive,Yes,Christine,Yes,187,Not interested,OFF549,10% OFF Labour,30-07-2025,No,No,No,No,No,No,No,No,No,7069,4,No,Average,143,-23,18.0,82,25,True
OMR,Corporate,Hindi,Maruti,Baleno,2020,5,Petrol,Automatic,78864,Expired,Active,Minor,OMR,9,77212,1293,87212,180,No,No,Positive,No,Joshua,Yes,143,Call back later,OFF779,15% OFF AMC,17-08-2025,No,No,No,No,No,No,No,No,No,4475,3,No,Delayed Pickup,95,85,0.0,93,-98,False
Velachery,Corporate,Hindi,Ford,Aspire,2016,9,Electric,Automatic,15027,Expired,Expired,Minor,Velachery,4,10581,138,20581,180,Yes,Yes,Busy,Yes,Timothy,No,222,Call back later,OFF789,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,6402,5,No,Unresponsive,132,48,16.0,129,-98,False
Velachery,Retail,English,Ford,Aspire,2020,5,Electric,Manual,66814,Expired,Expired,Major,Velachery,2,61844,1095,71844,123,Yes,No,Busy,No,Susan,No,106,Not interested,OFF738,Free Wash,03-08-2025,No,No,No,No,No,No,No,No,No,10354,1,No,Satisfied,210,-175,0.0,151,42,True
T Nagar,Fleet,Tamil,Maruti,Swift,2018,7,Electric,Manual,97235,Expired,Expired,Major,T Nagar,6,94399,1144,104399,180,Yes,No,Positive,Yes,Zachary,Yes,285,Call back later,OFF569,15% OFF AMC,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9201,1,No,Average,339,-159,-6.0,337,116,True
Anna Nagar,Fleet,Tamil,Ford,Figo,2016,9,Petrol,Automatic,62187,Expired,Expired,Major,Anna Nagar,10,60885,571,70885,180,Yes,No,Positive,No,Christina,Yes,268,Not interested,OFF231,Free Wash,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3755,4,Yes,Smooth Process,367,-187,0.0,540,-37,True
Anna Nagar,Fleet,Tamil,Maruti,Swift,2018,7,Electric,Automatic,37869,Expired,Expired,Major,Anna Nagar,3,35785,446,45785,180,Yes,Yes,No Response,No,Kayla,No,234,Not interested,OFF324,Free Wash,04-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,8532,4,No,Smooth Process,88,-202,0.0,-35,206,True
Velachery,Retail,English,Maruti,Baleno,2020,5,Electric,Automatic,117551,Expired,Active,Major,Velachery,10,114176,1927,124176,328,No,Yes,Denied,No,Maria,No,206,Not interested,OFF665,Engine Oil Discount,14-08-2025,No,No,No,No,No,No,No,No,No,5271,1,No,Delayed Pickup,300,-150,0.0,239,40,True
Anna Nagar,Fleet,Tamil,Maruti,Swift,2018,7,Electric,Automatic,37869,Expired,Expired,Major,Anna Nagar,3,35785,446,45785,180,Yes,Yes,No Response,No,Kayla,No,234,Not interested,OFF324,Free Wash,04-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,9021,4,Yes,Poor Service,88,-202,0.0,-35,206,True
Velachery,Fleet,English,Toyota,Yaris,2018,7,Diesel,Manual,85965,Expired,Active,Major,Velachery,2,83161,1011,93161,180,Yes,No,No Response,No,Martin,No,283,Call back later,OFF332,Free Wash,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,11906,4,No,Delayed Pickup,187,-7,0.0,186,38,True
Velachery,Fleet,Hindi,Honda,City,2019,6,Diesel,Automatic,15060,Expired,Expired,Major,Velachery,5,10856,206,20856,180,Yes,Yes,No Response,No,Dorothy,No,165,Call back later,OFF554,Engine Oil Discount,03-08-2025,Yes,No,No,Yes,No,No,No,No,No,10255,3,No,Unresponsive,226,-46,0.0,223,33,True
Anna Nagar,Corporate,Hindi,Maruti,Swift,2015,10,Electric,Manual,68816,Expired,Expired,Minor,Anna Nagar,6,66849,569,76849,180,Yes,No,No Response,No,Stacey,No,101,Already serviced,OFF632,Free Wash,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5672,4,No,Unresponsive,313,-133,0.0,311,116,True
Velachery,Corporate,Tamil,Hyundai,Creta,2016,9,Electric,Automatic,93748,Expired,Active,Minor,Velachery,3,90539,860,100539,180,Yes,No,Denied,Yes,Rebecca,No,215,Not interested,OFF345,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,14162,5,No,Poor Service,291,120,39.0,290,40,False
Anna Nagar,Corporate,Hindi,Hyundai,Creta,2019,6,Diesel,Automatic,51136,Expired,Active,Minor,Anna Nagar,7,48068,700,58068,296,Yes,No,Busy,Yes,Joanna,No,37,Call back later,OFF223,Engine Oil Discount,13-08-2025,No,No,No,No,No,No,No,No,No,9945,3,No,Smooth Process,60,120,18.0,-32,-67,False
T Nagar,Fleet,English,Honda,Jazz,2018,7,Electric,Manual,16629,Expired,Expired,Minor,T Nagar,10,14789,196,24789,180,Yes,Yes,Busy,Yes,Cameron,No,105,Booked,OFF383,Free Wash,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14842,3,Yes,Average,73,107,-6.0,69,86,False
OMR,Corporate,Hindi,Ford,EcoSport,2019,6,Diesel,Automatic,51756,Expired,Active,Minor,OMR,4,48993,709,58993,386,No,No,Positive,No,Jack,Yes,175,Call back later,OFF221,15% OFF AMC,22-07-2025,No,No,No,No,No,No,No,No,No,5622,2,No,Delayed Pickup,365,-185,0.0,334,25,True
Velachery,Fleet,English,Hyundai,i10,2022,3,Diesel,Automatic,91691,Active,Expired,Minor,Velachery,9,89135,2478,99135,239,No,No,Positive,Yes,William,Yes,177,Call back later,OFF864,10% OFF Labour,08-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,7342,4,No,Satisfied,265,4,19.0,235,-98,True
Anna Nagar,Retail,English,Toyota,Yaris,2020,5,Electric,Automatic,101655,Expired,Expired,Minor,Anna Nagar,5,100622,1666,110622,151,Yes,No,No Response,Yes,Joseph,No,210,Call back later,OFF751,Free Wash,08-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,9664,5,No,Satisfied,118,-172,35.0,-4,40,True
Anna Nagar,Retail,English,Hyundai,Creta,2021,4,Diesel,Automatic,91690,Expired,Active,Major,Anna Nagar,9,87331,1871,97331,180,No,No,No Response,Yes,William,No,247,Booked,OFF691,Engine Oil Discount,02-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5946,2,Yes,Delayed Pickup,126,54,86.0,124,147,False
OMR,Fleet,English,Ford,Figo,2017,8,Diesel,Manual,115175,Expired,Expired,Minor,OMR,3,111773,1187,121773,180,Yes,Yes,No Response,Yes,Alexandra,No,232,Booked,OFF444,15% OFF AMC,20-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,3291,3,No,Delayed Pickup,66,114,40.0,62,43,False
OMR,Fleet,English,Ford,EcoSport,2021,4,Petrol,Automatic,21232,Expired,Expired,Minor,OMR,2,19135,433,29135,298,Yes,No,Busy,No,Casey,No,192,Not interested,OFF209,10% OFF Labour,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7690,4,No,Delayed Pickup,362,-182,0.0,331,-6,True
Anna Nagar,Fleet,Tamil,Honda,Amaze,2020,5,Diesel,Automatic,68402,Expired,Active,Minor,Anna Nagar,7,64111,1121,74111,180,No,No,Busy,No,Christopher,No,242,Call back later,OFF955,10% OFF Labour,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7542,4,No,Unresponsive,97,83,0.0,96,116,False
OMR,Fleet,English,Toyota,Innova,2017,8,Diesel,Automatic,82161,Expired,Active,Minor,OMR,5,79341,847,89341,180,No,Yes,Positive,No,Harold,Yes,292,Not interested,OFF536,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,No,No,No,11622,2,No,Smooth Process,345,-165,0.0,344,40,True
Anna Nagar,Corporate,English,Honda,City,2022,3,Petrol,Automatic,63591,Active,Active,Minor,Anna Nagar,6,58941,1719,68941,180,No,No,Denied,No,Daryl,No,71,Call back later,OFF769,15% OFF AMC,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,14717,4,Yes,Satisfied,287,-107,0.0,286,147,True
OMR,Fleet,Tamil,Toyota,Innova,2020,5,Diesel,Automatic,50345,Expired,Active,Major,OMR,2,47769,825,57769,269,Yes,Yes,Denied,No,Sabrina,No,208,Already serviced,OFF750,15% OFF AMC,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10652,1,No,Delayed Pickup,329,-90,0.0,414,33,True
T Nagar,Retail,Hindi,Honda,Jazz,2016,9,Petrol,Manual,67807,Expired,Expired,Major,T Nagar,7,63979,622,73979,180,Yes,No,Denied,Yes,Martin,No,100,Call back later,OFF674,15% OFF AMC,25-07-2025,No,No,No,No,No,No,No,No,No,9327,5,Yes,Unresponsive,228,-48,11.0,227,17,True
Anna Nagar,Retail,Hindi,Hyundai,i10,2021,4,Petrol,Manual,19570,Expired,Active,Major,Anna Nagar,6,18048,399,28048,268,No,Yes,No Response,Yes,Bradley,No,202,Booked,OFF839,10% OFF Labour,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12197,4,No,Smooth Process,235,-26,-98.0,321,-6,True
Anna Nagar,Retail,Hindi,Maruti,Baleno,2020,5,Petrol,Automatic,57622,Expired,Expired,Minor,Anna Nagar,2,53180,945,63180,239,Yes,No,No Response,Yes,April,No,235,Call back later,OFF739,10% OFF Labour,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12298,2,No,Delayed Pickup,234,5,16.0,291,19,True
OMR,Corporate,English,Ford,Aspire,2015,10,Electric,Automatic,32089,Expired,Active,Minor,OMR,6,27651,265,37651,239,Yes,No,Positive,No,Lisa,Yes,283,Already serviced,OFF274,15% OFF AMC,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10346,4,Yes,Average,58,-201,0.0,28,206,True
T Nagar,Retail,Hindi,Hyundai,Creta,2015,10,Petrol,Automatic,105341,Expired,Expired,Major,T Nagar,1,102097,871,112097,180,No,No,Denied,No,Meagan,No,208,Already serviced,OFF500,10% OFF Labour,14-08-2025,No,No,No,No,No,No,No,No,No,9212,1,No,Smooth Process,308,-128,0.0,569,32,True
OMR,Fleet,English,Toyota,Innova,2020,5,Diesel,Manual,91506,Expired,Active,Major,OMR,8,89978,1500,99978,180,Yes,Yes,Busy,No,Philip,No,81,Already serviced,OFF605,15% OFF AMC,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5864,5,No,Unresponsive,371,-191,0.0,369,17,True
T Nagar,Retail,English,Hyundai,i20,2019,6,Electric,Automatic,106191,Expired,Active,Minor,T Nagar,9,101473,1455,111473,180,No,No,Busy,Yes,Tina,No,65,Call back later,OFF291,15% OFF AMC,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,6380,4,No,Smooth Process,253,-73,15.0,251,18,True
Anna Nagar,Corporate,Tamil,Ford,EcoSport,2020,5,Diesel,Manual,118397,Expired,Expired,Minor,Anna Nagar,8,114760,1941,124760,299,Yes,No,No Response,No,Charles,No,131,Not interested,OFF186,10% OFF Labour,31-07-2025,No,No,No,No,No,No,No,No,No,4506,4,Yes,Average,330,-120,0.0,239,-37,True
Anna Nagar,Fleet,Hindi,Ford,Figo,2022,3,Diesel,Manual,103880,Active,Active,Major,Anna Nagar,8,101803,2808,111803,32,Yes,Yes,No Response,Yes,Adam,No,70,Call back later,OFF844,10% OFF Labour,19-07-2025,No,No,No,No,No,No,Yes,No,No,7196,5,No,Average,114,-52,147.0,23,32,True
Velachery,Corporate,Hindi,Ford,EcoSport,2022,3,Petrol,Manual,88619,Active,Active,Major,Velachery,10,84600,2395,94600,180,No,Yes,Denied,Yes,James,No,84,Call back later,OFF319,15% OFF AMC,06-08-2025,No,No,No,No,No,No,No,No,No,13689,4,No,Delayed Pickup,369,-189,32.0,367,34,True
OMR,Retail,English,Honda,City,2022,3,Petrol,Manual,118705,Active,Expired,Minor,OMR,8,117498,3208,127498,5,Yes,No,Denied,No,David,No,45,Already serviced,OFF799,Engine Oil Discount,12-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12218,2,No,Poor Service,206,-55,0.0,116,116,True
T Nagar,Corporate,English,Maruti,Baleno,2018,7,Petrol,Automatic,82297,Expired,Expired,Minor,T Nagar,8,77404,968,87404,180,Yes,No,Denied,No,Roberto,No,232,Booked,OFF483,Free Wash,21-07-2025,No,No,No,No,No,No,No,No,No,5957,3,No,Satisfied,191,-11,0.0,188,-6,True
Velachery,Corporate,Tamil,Maruti,Dzire,2016,9,Petrol,Manual,30632,Expired,Active,Minor,Velachery,8,26921,281,36921,240,No,No,Denied,No,Michael,No,169,Call back later,OFF873,10% OFF Labour,04-08-2025,No,No,No,No,No,No,No,No,No,11419,5,Yes,Unresponsive,328,-59,0.0,298,41,True
Velachery,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Manual,53288,Expired,Active,Major,Velachery,2,50095,627,60095,180,Yes,Yes,No Response,No,Shawn,No,50,Booked,OFF292,Free Wash,11-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,3369,3,Yes,Poor Service,110,70,0.0,107,55,False
T Nagar,Corporate,Hindi,Honda,Amaze,2022,3,Diesel,Automatic,73691,Active,Active,Major,T Nagar,10,72067,1992,82067,180,Yes,Yes,No Response,Yes,Stephanie,No,164,Call back later,OFF782,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12364,1,No,Average,127,53,33.0,124,40,False
Anna Nagar,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Automatic,74254,Expired,Expired,Major,Anna Nagar,5,72859,874,82859,180,Yes,Yes,No Response,No,Brent,No,258,Not interested,OFF353,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5109,3,No,Poor Service,263,65,0.0,233,-37,False
OMR,Retail,Tamil,Honda,Amaze,2018,7,Electric,Automatic,16957,Expired,Expired,Minor,OMR,7,13253,199,23253,180,No,No,Positive,Yes,Joel,Yes,227,Call back later,OFF489,10% OFF Labour,08-08-2025,No,No,No,No,No,No,No,No,No,6465,4,No,Smooth Process,291,120,36.0,289,39,False
OMR,Corporate,Tamil,Ford,EcoSport,2016,9,Petrol,Manual,74542,Expired,Active,Major,OMR,5,71040,684,81040,-113,Yes,Yes,Positive,No,Linda,Yes,140,Already serviced,OFF944,Free Wash,09-08-2025,No,No,No,No,No,No,Yes,Yes,No,3283,1,No,Unresponsive,170,99,0.0,50,32,False
T Nagar,Retail,English,Ford,Aspire,2019,6,Diesel,Manual,16426,Expired,Active,Major,T Nagar,3,12674,225,22674,209,No,Yes,Denied,No,Judith,No,48,Booked,OFF886,15% OFF AMC,08-08-2025,No,No,No,No,No,No,No,No,No,7788,4,Yes,Smooth Process,296,-28,0.0,321,-67,True
OMR,Retail,Tamil,Hyundai,i20,2016,9,Diesel,Manual,81847,Expired,Expired,Major,OMR,7,78792,751,88792,237,No,Yes,Busy,No,Dennis,No,131,Already serviced,OFF504,Free Wash,17-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10513,5,Yes,Unresponsive,153,27,0.0,31,42,False
Anna Nagar,Retail,Hindi,Toyota,Yaris,2015,10,Petrol,Automatic,25293,Expired,Active,Minor,Anna Nagar,8,21460,209,31460,180,No,No,No Response,No,Jessica,No,232,Not interested,OFF189,Free Wash,02-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3560,4,No,Satisfied,124,56,0.0,178,39,False
Velachery,Corporate,Hindi,Ford,Aspire,2016,9,Electric,Automatic,15027,Expired,Expired,Minor,Velachery,4,10581,138,20581,180,Yes,Yes,Busy,Yes,Timothy,No,222,Call back later,OFF789,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,9766,2,No,Unresponsive,132,48,16.0,131,-98,False
OMR,Retail,Hindi,Honda,City,2015,10,Electric,Automatic,95344,Expired,Active,Major,OMR,8,90703,788,100703,5,No,No,Denied,Yes,Paul,No,237,Not interested,OFF564,10% OFF Labour,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,14445,1,Yes,Smooth Process,174,-24,175.0,85,37,True
Anna Nagar,Retail,Hindi,Ford,EcoSport,2016,9,Electric,Manual,61177,Expired,Expired,Minor,Anna Nagar,6,59139,561,69139,328,Yes,No,Positive,No,Ashley,Yes,153,Booked,OFF890,15% OFF AMC,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14266,2,Yes,Average,268,-88,0.0,238,38,True
T Nagar,Corporate,Hindi,Honda,Amaze,2022,3,Diesel,Automatic,73691,Active,Active,Major,T Nagar,10,72067,1992,82067,180,Yes,Yes,No Response,Yes,Stephanie,No,164,Call back later,OFF782,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10069,4,No,Satisfied,127,53,33.0,124,40,False
OMR,Fleet,Tamil,Ford,EcoSport,2017,8,Petrol,Automatic,75546,Expired,Active,Minor,OMR,3,71624,779,81624,64,No,No,Denied,Yes,John,No,293,Call back later,OFF435,15% OFF AMC,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4612,4,No,Unresponsive,176,-85,206.0,117,36,True
Anna Nagar,Corporate,Tamil,Hyundai,i20,2022,3,Electric,Automatic,77427,Active,Active,Minor,Anna Nagar,2,74889,2093,84889,180,Yes,Yes,Busy,Yes,Alyssa,No,131,Already serviced,OFF990,10% OFF Labour,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5558,4,No,Average,246,-66,175.0,536,32,True
