location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due,feedback_sentiment,service_urgent,predicted_urgency,customer_segment,personalized_message,preferred_channels
Velachery,Retail,English,Ford,EcoSport,2019,6,Electric,Manual,52421,Expired,Expired,Major,Velachery,9,47734,718,57734,180,Yes,Yes,Denied,Yes,Jeremy,No,94,Call back later,OFF355,Free Wash,21-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,4455,2,Yes,Satisfied,217,-37,10.0,214,13,True,0.5,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,English,Ford,Figo,2017,8,Electric,Automatic,108475,Expired,Expired,Major,Anna Nagar,3,106157,1118,116157,180,No,No,Denied,No,Billy,No,167,Already serviced,OFF753,10% OFF Labour,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12029,2,No,Unresponsive,135,45,0.0,133,-39,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,English,Hyundai,i10,2018,7,Petrol,Manual,64702,Expired,Expired,Minor,OMR,3,59920,761,69920,-86,Yes,No,No Response,No,Susan,No,215,Call back later,OFF936,Engine Oil Discount,03-08-2025,No,No,No,No,No,No,Yes,Yes,No,5627,2,Yes,Poor Service,140,10,0.0,79,17,False,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -86 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Hindi,Maruti,Dzire,2015,10,Diesel,Manual,50685,Expired,Expired,Major,OMR,1,48175,419,58175,35,No,Yes,Positive,No,Kayla,Yes,266,Booked,OFF560,Free Wash,15-08-2025,No,No,No,No,No,No,No,No,No,11426,4,No,Average,173,-52,0.0,145,-8,True,-0.15,1,1,High Priority,"Dear Fleet Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in 35 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
OMR,Retail,Hindi,Ford,Figo,2016,9,Electric,Automatic,33534,Expired,Active,Major,OMR,2,30830,308,40830,-86,No,No,Denied,No,Theresa,No,165,Not interested,OFF992,Free Wash,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8559,1,No,Average,140,10,0.0,48,39,False,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -86 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Honda,Amaze,2021,4,Diesel,Manual,69598,Expired,Expired,Major,Anna Nagar,5,65518,1420,75518,180,No,No,Positive,No,Alexis,Yes,39,Booked,OFF458,Free Wash,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6818,3,No,Unresponsive,308,-128,0.0,306,145,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Ford,Figo,2017,8,Electric,Manual,61520,Expired,Expired,Major,Anna Nagar,1,59788,634,69788,180,No,Yes,Denied,Yes,Justin,No,195,Call back later,OFF835,10% OFF Labour,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6872,3,No,Unresponsive,101,79,13.0,99,16,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Tamil,Honda,Jazz,2016,9,Petrol,Automatic,81256,Expired,Active,Major,Velachery,4,78440,745,88440,387,No,No,No Response,Yes,Susan,No,166,Not interested,OFF814,10% OFF Labour,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6623,2,No,Poor Service,237,-146,204.0,443,34,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 387 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Hindi,Toyota,Innova,2019,6,Electric,Automatic,37434,Expired,Active,Minor,T Nagar,4,36060,513,46060,180,Yes,Yes,Busy,No,Kristin,No,30,Not interested,OFF179,10% OFF Labour,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10306,1,No,Unresponsive,131,49,0.0,129,-130,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Hindi,Honda,Jazz,2018,7,Diesel,Manual,65723,Expired,Active,Minor,T Nagar,5,61338,773,71338,-57,Yes,Yes,Positive,Yes,Christine,Yes,187,Not interested,OFF549,10% OFF Labour,30-07-2025,No,No,No,No,No,No,No,No,No,7069,4,No,Average,141,-21,16.0,80,23,True,-0.15,1,1,High Priority,"Dear Fleet Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -57 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
OMR,Corporate,Hindi,Maruti,Baleno,2020,5,Petrol,Automatic,78864,Expired,Active,Minor,OMR,9,77212,1293,87212,180,No,No,Positive,No,Joshua,Yes,143,Call back later,OFF779,15% OFF AMC,17-08-2025,No,No,No,No,No,No,No,No,No,4475,3,No,Delayed Pickup,93,87,0.0,91,-100,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Hindi,Ford,Aspire,2016,9,Electric,Automatic,15027,Expired,Expired,Minor,Velachery,4,10581,138,20581,180,Yes,Yes,Busy,Yes,Timothy,No,222,Call back later,OFF789,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,6402,5,No,Unresponsive,130,50,14.0,127,-100,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Ford,Aspire,2020,5,Electric,Manual,66814,Expired,Expired,Major,Velachery,2,61844,1095,71844,123,Yes,No,Busy,No,Susan,No,106,Not interested,OFF738,Free Wash,03-08-2025,No,No,No,No,No,No,No,No,No,10354,1,No,Satisfied,208,-173,0.0,149,40,True,0.5,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 123 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Tamil,Maruti,Swift,2018,7,Electric,Manual,97235,Expired,Expired,Major,T Nagar,6,94399,1144,104399,180,Yes,No,Positive,Yes,Zachary,Yes,285,Call back later,OFF569,15% OFF AMC,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9201,1,No,Average,337,-157,-8.0,335,114,True,-0.15,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Maruti,Baleno,2020,5,Electric,Automatic,117551,Expired,Active,Major,Velachery,10,114176,1927,124176,328,No,Yes,Denied,No,Maria,No,206,Not interested,OFF665,Engine Oil Discount,14-08-2025,No,No,No,No,No,No,No,No,No,5271,1,No,Delayed Pickup,298,-148,0.0,237,38,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 328 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Tamil,Maruti,Swift,2018,7,Electric,Automatic,37869,Expired,Expired,Major,Anna Nagar,3,35785,446,45785,180,Yes,Yes,No Response,No,Kayla,No,234,Not interested,OFF324,Free Wash,04-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,9021,4,Yes,Poor Service,86,-200,0.0,-37,204,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,English,Toyota,Yaris,2018,7,Diesel,Manual,85965,Expired,Active,Major,Velachery,2,83161,1011,93161,180,Yes,No,No Response,No,Martin,No,283,Call back later,OFF332,Free Wash,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,11906,4,No,Delayed Pickup,185,-5,0.0,184,36,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Honda,City,2019,6,Diesel,Automatic,15060,Expired,Expired,Major,Velachery,5,10856,206,20856,180,Yes,Yes,No Response,No,Dorothy,No,165,Call back later,OFF554,Engine Oil Discount,03-08-2025,Yes,No,No,Yes,No,No,No,No,No,10255,3,No,Unresponsive,224,-44,0.0,221,31,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Maruti,Swift,2015,10,Electric,Manual,68816,Expired,Expired,Minor,Anna Nagar,6,66849,569,76849,180,Yes,No,No Response,No,Stacey,No,101,Already serviced,OFF632,Free Wash,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5672,4,No,Unresponsive,311,-131,0.0,309,114,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Hyundai,Creta,2016,9,Electric,Automatic,93748,Expired,Active,Minor,Velachery,3,90539,860,100539,180,Yes,No,Denied,Yes,Rebecca,No,215,Not interested,OFF345,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,14162,5,No,Poor Service,289,120,37.0,288,38,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Hindi,Ford,EcoSport,2019,6,Diesel,Automatic,51756,Expired,Active,Minor,OMR,4,48993,709,58993,386,No,No,Positive,No,Jack,Yes,175,Call back later,OFF221,15% OFF AMC,22-07-2025,No,No,No,No,No,No,No,No,No,5622,2,No,Delayed Pickup,363,-183,0.0,332,23,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 386 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,English,Hyundai,Creta,2021,4,Diesel,Automatic,91690,Expired,Active,Major,Anna Nagar,9,87331,1871,97331,180,No,No,No Response,Yes,William,No,247,Booked,OFF691,Engine Oil Discount,02-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5946,2,Yes,Delayed Pickup,124,56,84.0,122,145,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,English,Ford,Figo,2017,8,Diesel,Manual,115175,Expired,Expired,Minor,OMR,3,111773,1187,121773,180,Yes,Yes,No Response,Yes,Alexandra,No,232,Booked,OFF444,15% OFF AMC,20-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,3291,3,No,Delayed Pickup,64,116,38.0,60,41,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,English,Ford,EcoSport,2021,4,Petrol,Automatic,21232,Expired,Expired,Minor,OMR,2,19135,433,29135,298,Yes,No,Busy,No,Casey,No,192,Not interested,OFF209,10% OFF Labour,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7690,4,No,Delayed Pickup,360,-180,0.0,329,-8,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 298 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Tamil,Honda,Amaze,2020,5,Diesel,Automatic,68402,Expired,Active,Minor,Anna Nagar,7,64111,1121,74111,180,No,No,Busy,No,Christopher,No,242,Call back later,OFF955,10% OFF Labour,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7542,4,No,Unresponsive,95,85,0.0,94,114,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,English,Toyota,Innova,2017,8,Diesel,Automatic,82161,Expired,Active,Minor,OMR,5,79341,847,89341,180,No,Yes,Positive,No,Harold,Yes,292,Not interested,OFF536,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,No,No,No,11622,2,No,Smooth Process,343,-163,0.0,342,38,True,0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Toyota,Innova,2020,5,Diesel,Automatic,50345,Expired,Active,Major,OMR,2,47769,825,57769,269,Yes,Yes,Denied,No,Sabrina,No,208,Already serviced,OFF750,15% OFF AMC,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10652,1,No,Delayed Pickup,327,-88,0.0,412,31,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 269 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,Hindi,Honda,Jazz,2016,9,Petrol,Manual,67807,Expired,Expired,Major,T Nagar,7,63979,622,73979,180,Yes,No,Denied,Yes,Martin,No,100,Call back later,OFF674,15% OFF AMC,25-07-2025,No,No,No,No,No,No,No,No,No,9327,5,Yes,Unresponsive,226,-46,9.0,225,15,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Maruti,Baleno,2020,5,Petrol,Automatic,57622,Expired,Expired,Minor,Anna Nagar,2,53180,945,63180,239,Yes,No,No Response,Yes,April,No,235,Call back later,OFF739,10% OFF Labour,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12298,2,No,Delayed Pickup,232,7,14.0,289,17,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 239 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,Hindi,Hyundai,Creta,2015,10,Petrol,Automatic,105341,Expired,Expired,Major,T Nagar,1,102097,871,112097,180,No,No,Denied,No,Meagan,No,208,Already serviced,OFF500,10% OFF Labour,14-08-2025,No,No,No,No,No,No,No,No,No,9212,1,No,Smooth Process,306,-126,0.0,567,30,True,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,English,Toyota,Innova,2020,5,Diesel,Manual,91506,Expired,Active,Major,OMR,8,89978,1500,99978,180,Yes,Yes,Busy,No,Philip,No,81,Already serviced,OFF605,15% OFF AMC,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5864,5,No,Unresponsive,369,-189,0.0,367,15,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Hindi,Ford,Figo,2022,3,Diesel,Manual,103880,Active,Active,Major,Anna Nagar,8,101803,2808,111803,32,Yes,Yes,No Response,Yes,Adam,No,70,Call back later,OFF844,10% OFF Labour,19-07-2025,No,No,No,No,No,No,Yes,No,No,7196,5,No,Average,112,-50,145.0,21,30,True,-0.15,1,1,High Priority,"Dear Fleet Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in 32 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
Velachery,Corporate,Hindi,Ford,EcoSport,2022,3,Petrol,Manual,88619,Active,Active,Major,Velachery,10,84600,2395,94600,180,No,Yes,Denied,Yes,James,No,84,Call back later,OFF319,15% OFF AMC,06-08-2025,No,No,No,No,No,No,No,No,No,13689,4,No,Delayed Pickup,367,-187,30.0,365,32,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,English,Honda,City,2022,3,Petrol,Manual,118705,Active,Expired,Minor,OMR,8,117498,3208,127498,5,Yes,No,Denied,No,David,No,45,Already serviced,OFF799,Engine Oil Discount,12-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12218,2,No,Poor Service,204,-53,0.0,114,114,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 5 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Maruti,Dzire,2016,9,Petrol,Manual,30632,Expired,Active,Minor,Velachery,8,26921,281,36921,240,No,No,Denied,No,Michael,No,169,Call back later,OFF873,10% OFF Labour,04-08-2025,No,No,No,No,No,No,No,No,No,11419,5,Yes,Unresponsive,326,-57,0.0,296,39,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 240 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Manual,53288,Expired,Active,Major,Velachery,2,50095,627,60095,180,Yes,Yes,No Response,No,Shawn,No,50,Booked,OFF292,Free Wash,11-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,3369,3,Yes,Poor Service,108,72,0.0,105,53,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Hindi,Honda,Amaze,2022,3,Diesel,Automatic,73691,Active,Active,Major,T Nagar,10,72067,1992,82067,180,Yes,Yes,No Response,Yes,Stephanie,No,164,Call back later,OFF782,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12364,1,No,Average,125,55,31.0,122,38,False,-0.15,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Automatic,74254,Expired,Expired,Major,Anna Nagar,5,72859,874,82859,180,Yes,Yes,No Response,No,Brent,No,258,Not interested,OFF353,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5109,3,No,Poor Service,261,67,0.0,231,-39,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Tamil,Ford,EcoSport,2016,9,Petrol,Manual,74542,Expired,Active,Major,OMR,5,71040,684,81040,-113,Yes,Yes,Positive,No,Linda,Yes,140,Already serviced,OFF944,Free Wash,09-08-2025,No,No,No,No,No,No,Yes,Yes,No,3283,1,No,Unresponsive,168,101,0.0,48,30,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -113 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
