location,customer_type,make,model,year_of_purchase,customer_feedback,feedback_score,next_service_due_days,customer_segment,tailored_message,comms_protocol,telecaller_name
OMR,Retail,Hyundai,i20,2016,Delayed Pickup,5,237,Medium Priority,"Dear Retail Customer,

We hope you're enjoying your vehicle. Your Hyundai i20 is due for service in 237 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: Free Wash (Code: OFF504).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Dennis
OMR,Fleet,Ford,Aspire,2015,Delayed Pickup,4,180,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Ford Aspire is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF310).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Jonathan
T Nagar,Retail,Ford,EcoSport,2015,Unresponsive,2,153,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 153 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Thomas
OMR,Retail,Hyundai,i20,2019,Average,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i20 is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Jeffrey
Anna Nagar,Corporate,Hyundai,i10,2017,Poor Service,4,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i10 is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Martha
Anna Nagar,Fleet,Toyota,Etios,2015,Poor Service,3,180,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Etios is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Samantha
Velachery,Fleet,Ford,Figo,2015,Delayed Pickup,4,180,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Ford Figo is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Free Wash (Code: OFF778).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Melvin
Anna Nagar,Retail,Honda,Amaze,2017,Poor Service,5,416,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Amaze is due for service in 416 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Dana
Anna Nagar,Corporate,Toyota,Innova,2018,Smooth Process,3,34,High Priority,"Dear Corporate Customer,

We notice your vehicle is due for service soon. As a valued customer, we'd like to ensure you receive exceptional care. Your Toyota Innova is due for service in 34 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: Free Wash (Code: OFF787).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['WhatsApp', 'Email'], 'follow_up': 'Telecaller in 48h', 'escalation': 'Team lead'}",Michael
Anna Nagar,Fleet,Maruti,Dzire,2021,Poor Service,2,210,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Dzire is due for service in 210 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Tom
Anna Nagar,Fleet,Honda,Jazz,2021,Unresponsive,4,239,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Jazz is due for service in 239 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Kenneth
OMR,Fleet,Ford,EcoSport,2020,Unresponsive,4,358,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 358 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Stephen
OMR,Fleet,Toyota,Innova,2020,Poor Service,1,269,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Innova is due for service in 269 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sabrina
